Tweet,Sentiment
Pengadilan Agama Taliwang Eksekusi â??Harta Warisanâ?? di Bank BNI,Positive
"USER USER Tdk aneh juga krn konsultan asing selalu dipakai untuk memuluskan korupsi oleh pejabat pemerintah/BUMN, hal yg sama juga terjadi dlm perpanjangan konsesi USER melibatkan Deutchbank, Rostchild dan konsultan asing lainnya yg m",Positive
USER /kepeluk dari belakang; senyum/ mau apa hm? /rasain jarinya masuk mainin memek/ mhh /elusin tangannya/',Negative
USER Hmmmm somi mencium bau bau bangkai :(',Positive
USER Lah di padang yg sekolah negeri (dan beberapa swasta kecuali sekolah swasta kristen/katolik) mo islam kek kaga kek yg cewenya musti pake jilbab tiap hari karena seragam sekolahnya berjilbab wkwkwkwwkwk dan ini gak cuman SMA tapi dari SD SMP j,Positive
"USER Saya tak bicara agama tapi ajaran SESAT yang MENYEBABKAN banyak KORBAN, OK",Positive
aksi lucu bocah naik motor banyak gaya,Positive
"Diminta Sebagai Saksi Meringankan di Persidangan SPj Fiktif, Gubernur Sumbar tidak Datang",Positive
Etnosentrisme: sikap yang menganggap budaya yang dimiliki yang paling baik dan menganggap rendah budaya lain.,Positive
Kamu tau gak ? Sejak kenal kamu bawaannya pengen belajar terus deh. Belajar jadi yang terbaik buat kamu.',Positive
#CNNIndonesia; Presiden Jokowi mencoret 14 proyek dari daftar setelah memutuskan ingin lebih realistis mengejar pembangunan Proyek Strategis Nasional. Proyek apa saja yang dihilangkan?,Positive
USER 8300 pekerja #korbanphkfreeport sudah setahun blm menemukan hak2nya dan terus berjuang pak. :),Positive
"Alayy lu tong, kampungan.'",Negative
"USER Dan bibirmu masih bilang negara dijual ke asing?\n\nSegera ambil wudhu dik, nanti bisa gila.'",Positive
Musuh-musuh Islam itu otomatis kafir!',Positive
"SoignÃ¨ adalah restoran yang memegang konsep 'diversity',; ; â?? yaitu dengan menggabungkan budaya Korea dengan makanan-makanan internasional lainnya seperti Paris, Italia, dan Amerika.; ; *picture below",Positive
USER Ikr udah tau picek pun masih selpi. \xf0\x9f\x98\xad\xf0\x9f\x98\xad',Negative
"USER Udah di peluk dulu, ngentod nya belakangan'",Negative
USER Ikut pengalaman yg tak seberapa kerja part time dengan cina lebih best dari kerja dengan melayu. Haha.',Positive
USER tambah sipit ga punya mata baru tau',Positive
"Presiden, pada Peringatan Harlah ke-58 PMII, di Gedung Sabuga, Bandung, Selasa (17/4), minta semua calon pemimpin untuk memiliki optimisme tahan uji, tahan uji, tahan banting &amp; slalu tawakal, berserah diri kepada Allah dengan tetap berusaha dan berikht",Positive
PROFESI APA YANG COCOK SAMA AYAM?\n\npecun',Negative
USER Klo manusia kapir twit nya spt ini \xf0\x9f\x91\x86',Negative
"A : idealis, pandai menyimpan rahasia tp sedikit sombong",Positive
"\xf0\x9f\x91\xa9: *memandangi freezer yang kosong*\n\xf0\x9f\x91\xa7: *sambil lewat*\nPapa kamu along with your gantengs ate all the ice-cream last night.\n\xf0\x9f\x91\xa9: Oh dear Lord \xf0\x9f\x99\x88\xf0\x9f\x99\x88\n*mbatin* .. ampun pak Steven entah kenapa sekarang bahasa ne anak-anak tambah kacrut pun\n\n(! ^ , ^ )'",Negative
"Makcik cina sebelah katil no 3 ni walau dia dah pinda wad,tapi dia ingat juga kebaikan n pertolongan selama berjiran.. Hri ni dia datang bagi buah tangan Alhamdulillah sunggu baik anty cina\xf0\x9f\x98\x8d Terima kasih.'",Positive
"Saat ada tokoh yang bilang umat Muslim di negeri ini tertekan, sebagai Muslim saya melihat justru umat agama lain lebih tertekan.; ; Jumlah paling besar justru bikin kita makin egois, merasa punya hak lebih besar dibandingkan penganut agama lain.",Positive
"Yeu kunyuk mt gue kaga di bales, sok suci cuihWoosoeokJung'",Negative
USER MAMPUS W MAMPUS YUGI MAMPUS LO ONTA ARAB',Negative
"bahaya, pagi2 udah mules, semoga cuma mau eek, bukan haid'",Positive
"USER ada. temen kerja. mirip kang daniel BRENGSEK\n\ntrus temen sekolah dulu, mirip jongin BRENGSEK (2)\n\nada lg temen deket gw, mirip seokjin BRENGSEK (3)\n\nintinya temen gw brengsek semua'",Negative
RT USER: USER USER USER gimana dengan junjungan lu .. jam 1 bilang gebuk .. jam 1.15 jangan ada sweping PKI...,Positive
"Bantu ekonomi sesama sendiri, fair n square. ð???",Positive
"Suka ngerasa kangen sama temen dan sahabat lama yang dulu kalo apa selalu bareng. Tapi aneh.. sekalinya ketemu lagi, ngerasa kaya asing.'",Positive
Akan terbit 26 Mei 2016: Berkata Baik atau Diam ï¿½ï¿½ï¿½ Ninik Handrini | Info:,Positive
"USER USER Lbih baik gtu dri pd munafik, sok mlu tapi mau'",Positive
SOLUSINYA ada Dua pilihan; ; Artinya Harus Melalui Ekonomi : ; 1. Anda Memilih Ekonomi Perdagangan ; 2. Atau Anda Memilih Ekonomi Negara.,Positive
USER Harus baliiik!!!!! Kalo ngga titit kamu ntar malem ilang!!!!!! \xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4\xe2\x98\xba\xef\xb8\x8f\xe2\x98\xba\xef\xb8\x8f\xe2\x98\xba\xef\xb8\x8f\xf0\x9f\x97\xa1',Negative
"USER USER Itu cuma bacot doang,gue yakin tdk akan berani melakukan.'",Negative
USER jangan asal ngomong ndasmu. congor lu yg sekate2 anjyng',Negative
USER Brisek lu mkn autis ntr',Negative
Calon Gubernur Sumatera Utara Nomor Urut 2 Djarot Saiful Hidayat tegaskan tidak akan membagi-bagikan uang pada pemilihan Gubernur dan Wakil Gubernur Sumatera Utara Tahun 2018.; ; #Sumutbersih #GubernurZamanNow #DjarotSihar2 ; #SumutPilih2Djoss ; PDI_Perjua,Positive
RT USER: Benamkan Batang kontol mu ke dalam pepek ku syg ohhhh ahhhh anjingggg URL,Negative
"USER Eue ayo , dikasih ga?'",Positive
USER USER USER Malu ma nama+peci tu dsr pecun',Negative
SEREM BGT SETAN',Negative
"USER Cieeee giliran RUU Terorisme ga di ketok alasannya Pemerintah yg lambat, tp pas uu md3 main ketok aja padahal belum deal sama Pemerintah. Mungkin yg bener terorisme berkembang di negara yg pemerintahannya lemah'",Positive
"banyak hafalan surah Alqurannya > Termasuk ayat-ayat: Perangi, bunuh, dan penggal kafir dan juga ayat cocok2 penis.",Negative
"""Hah?"" Ari melongo sejenak setelah mendengar ucapan orang yang baru saja meneriakinya. \n\n""Punten, mas, di deket situ ada anjing saya, enggak?"" URL",Positive
USER Lu nga serem teh maennya sama setan wqwq',Negative
USER USER USER USER USER USER USER Ulah cebong kafir keparat itu',Negative
"USER USER USER USER Cebong kalau ketahuan tololnya gini, lari dr kenyataan.\xf0\x9f\xa4\xa3'",Negative
USER Gak ada gunanya berdebat...klo tujuannya semata mata hanya ingin mempengaruhi citra menjadi baik atau buruk..baik dan buruk itu bukan pakai bacot..hanya setanlah yg mengucapkan kebencian agar orang terpengaruh...muak lihat tingkah polah mereka..',Negative
USER Gue aja gatau bom yang mana nukanya HAHAHAHAHA',Positive
"USER Ntu orang kalo suruh baca LKS biologi dulu paling cuma liat gambar2 nya doang...gambar macan, gambar bunga bangkai, gambar organ tubuh.... Hehe'",Positive
"Jngn berharap bnyk kpd Pertamina bs bersaing dng prshn minyak dunia &amp; di luar negeri, bertahan sbg Dirut msh tanda tanya nasibnya, apalagi mau bikin/teken proyek kilang minyak realisasinya paling cepat 3-5th kedepan. Nasehat; duduk manis ga usah bikin",Positive
Subhan?Allah Kenangan yg Tidak akan Terlupakan Saat Umat Islam Bersatu Melaksakan Shalat Jum?at pd Aksi 212 4 bln terlewat pdhl sblmnya bnyk yg menjegal &amp; menggap Spele..&amp; tdk takut dg suara Umat Islam kita buktikan nnti Insha Allah..#2019GantiPres,Positive
"USER USER USER USER USER Neng andi, ngopi dulu gihh..\n\xf0\x9f\x98\x92Congor lu konslet \xf0\x9f\x98\x85'",Negative
"Ketika ngomong, Sylvi keliatan oke. Tapi begitu didebat Ahok, Sylvi langsung kekuatan goblok.",Negative
"USER USER USER Awalnya udh tau sih tp gapeka. sampe gini\n""Gara gara shooky jdi burem warna warni gini videonya hahaha"" (ngmng sendiri cem org sarap) :v\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",Negative
"USER Ini rezim sensasional, tindakan dn peristiwa diluar NALAR kita smakin dominan terjdi, berdoalah smoga tidak ada yg mendeklarasikan Islam Cebong Nusantara .\xf0\x9f\x99\x8f'",Negative
Bersanding dgn pasti USER dan USER di kubu sana ketar ketir ...hayoo mana nasi bungkus akan ketar ketir dgn pasukan 212',Positive
Betul. Ayo penjarakan koruptor sumber waras.,Positive
"Kau tahu kenapa kebanyakan orang menganggap kecantikan seorang wanita lebih penting di banding perangai yang baik? Karena di dunia ini, lelaki bodoh lebih banyak jumlahnya di banding lelaki buta. *nasihat orang tua dulu'",Positive
USER Bapakku ateis. Ga serem sih sebenernya.',Positive
"nikah beda agama sulit. nikah beda aliran sulit. mau yang gampang? tida usah meniqa, my lov~ gampang~ #Esai",Positive
USER Bokong cekcih \xf0\x9f\x98\x82',Negative
Guru Privat di Koja TK SD SMP SMA UN Simak UI SBMPTN - Matematika Fisika Kimia Biologi Akuntansi Ekonomi...,Positive
RT USER USER Hrsnya kita malu di Indonesia baru ada gubenur cina,Positive
"USER Fakta : 29 November 1947 PBB menyetujui mengakhiri Mandat Britania Raya untuk Palestina. Dengan Resolusi PBB 181 yang didukung 33 negara, 13 negara menolak, dan 10 lainnya netral, wilayah tanah Palestina dipecah-belah 55% untuk Yahudi dan",Positive
Ada Orang tionghwa yang mengunakan izazah palsu.\n\nlalu ngaku tokoh masyarakat tionghwa sesungguhnya dia adalah sampah di Tg. Pinang.\n\nagama Kristen tapi sering di wihara itu nama nya Munafiq bagi Muslem.',Positive
udah gapaham lagideh sama otak cebong\xf0\x9f\x98\xad',Negative
Penghinaan ituu pak dikira tukang sablon kaos ð???ð???ð???ð???,Positive
USER Kan hebat Ahok bisa memaafkan bini slm 7 thn bukan spt yg ono kabur krn ketauan menalukan ngaku ulama kok kelakuan bejad',Negative
"Gatot berpikir dia akan mujur seperti SBY. ; SBY bisa menjadi presiden momentnya tepat, tak ada saingan berarti. Kl Gatot... Saatnya g tepat. Karya nyatanya belum ada. Menjadikan Gatot capres... Sama dengan mati langkah.",Positive
USER Puisi Sukmawati puisi sang iblis',Negative
Pak presiden USER ; Tampak magis .. ; ð???,Positive
USER Klo onta kmna ya',Positive
LAPTOP AKU DIJANGKITI VIRUS SEKALI LAGI BABI APAKAH YANG SEDANG BERLAKU INI?!!?!?!??!!!',Negative
USER Enak buat gesek2 memek \xf0\x9f\x98\xb3',Negative
"Panas, Dua Paslon Saling Kritik Data Kemiskinan dan Gizi Buruk ;",Positive
USER Cuma karena itu.. gak ada alasan yg lain *anus_marwanto.. emang presiden skrng pinter??? Wkwkwk.. dasar lu *anus cebong.. dungu..',Negative
"USER Iih menina, mt bom'",Positive
USER USER Jgn salah itu janji jokowi yg di tuntut. Lu ajh yg gx paham cebong',Negative
"[75:24] Dan wajah-wajah (orang kafir) pada hari itu muram,'",Positive
Junhoe kenapa si \xf0\x9f\x98\x82\xf0\x9f\x98\x82 gue kek... lahanjir ada yg lebih geblek dari gue.',Negative
"PT Freeport Indonesia yang sudah 48 tahun beroperasi di Papua, selama ini sahamnya dikuasai oleh asing membuat pembangunan Papua tertinggal jauh. Padahal Freeport sudah banyak meraup keuntungan dari hasil mengeksplorasi kekayaan alam Papua. #Freeport51'",Positive
Jadi sudah diluar harta Pak Rai Mantra. Kita bersyukur kalau Gubernur dan wagub dari keluarga kaya #mantrakerta,Positive
"USER Pak USER kumpulkan semua ahli Islam, Anda instruksikan cari Inti Islam hasilnya pasti sperti ini",Positive
USER #PECUNIO akan membawa kita lebih jauh ke arah tujuan kita untuk membentuk pasar keuangan masa depan.\n#Pecun_io #ICO',Positive
USER USER Dinding kamar jd saksi bisu',Positive
BALIKAN SAMA LO ? IDIH NAJIS TUJUH KETURUNAN DAH',Negative
Pekerja CiNA Proyek Jalan TOL Lempar Bendera Merah Putih CUMA dihukum HORMAT BENDERA &amp; Di DEPORTASI LAHH,Positive
RT USER: USER Samlekom\nLu ga tidur?\nLgi dngerin lgu\nAbis mandi gua\nDari acara temen\nTidur lu ken\nNtar sakit Wkwkkwkwkwkwkq\nK\xe2\x80\xa6',Positive
"USER dah tau bacot, masi dibacoti. u juga bacot'",Negative
"Ajak semua Muslim cari tahu siapa Muhammad sebenarnya, jangan sampai dia enak2 cocok2 penis bangsa ini jadi susah",Negative
"USER Saya SD di papua.. Minoritas Protestan, tapi boleh pake jilbab. Kalau pelajaran agama misalnya kelas 3a dan 3b yg islam disatuin satu kelas, yg protestan sekelas sendiri, yang katolik sendiri. Hindu/budha main jam kosong, dipindah setiap hari",Positive
Nyadar idup belum bener ngurusin orang lain bahaha sampah abis !',Negative
USER Saya NU saya tidak mengakui said aqil sebagai kiai dan saya tidak akan pilih jokowi.,Positive
Budaya Kamoro Sukses Pukau Publik Swiss,Positive
"Katekismus Gereja Katolik mengajarkan bahwa tubuh adalah bait Allah.\n\nNamun, perihal dosa untuk tato dan miras selalu relatif mengingat keduanya adalah bagian dari tradisi untuk etnis tertentu.\n\nBisa jadi dosa apabila dilandasi dengan niat destruktif",Positive
PDIP Sebut Puan Maharani Jadi Prioritas Cawapres Waaaaaw jdi Cawapres Jokowi...#JokowiPuan Keren..Sip AQ Setuju Bangat biar #2019GantiPresiden Bisa Nyata..Ok..lah Kalo begitu ..Keren..? VIVA,Positive
DPR as a Service',Positive
RT USER USER USER USER Bener kamu ngga ada apa-apa nya,Positive
DIKTATOR JOKOWI jongos organisasi jagal manusia Nahdatul Ulama dijadikan inspirasi.,Negative
"Jelang pilkada, ini yang jadi perhatian Gubernur Kalteng",Positive
USER USER USER USER USER USER USER Klw ente atheis..ngapain sibuk dgn agama orang...,Positive
demo dipersulit Cuma di zaman jokowi,Positive
USER Bahasa asing yg lainn\xf0\x9f\x98\xae',Positive
USER Nyamuk keparat..',Negative
USER USER yaelah lu lihatnya film G30S PKI trus buat rujukan \xf0\x9f\x98\x80\nlu baca buku Manai Sophiaan \njudulnya Kehormatan Bagi yg Berhak \n\nbiar lu melek politik siapa itu Suharto \nBanyakin baca bukan posting gambar kartun biar nda,Positive
RT USER: USER USER Dasar..kunyuk nih nyariduit..modal nipu..bangsat Abu..',Negative
"Setuju,,,klo tdk mau kita usir seluruh budha yg di indonesia...",Positive
"RT USER: USER Apa yg km lakukan itu tdklah patut km lakukan , krn itu urusan pribadi masing2 , jika ada masalah di sel\xe2\x80\xa6'",Positive
USER USER USER USER USER La trus yg di salahin siapa dodol.... Wkwkwkwk kalo telur murah banyak yg beli kan sama2 untung... Ini sdah mahal ga bisa beli masih aja di belain dasar cebong terkutuk',Negative
USER USER USER USER Ga penting ngpain lu komen. Kan tolol \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',Negative
"Giat Bhabinkamtibmas Brigpol Mbs Sihombing pd hari ini, Rabu 11 April 2018 melaks sambang desa dan tatap muka sekaligus monitoring Kamtibmas menuju Pilkada 2018 di Desa Lobusiregar I, tepatnya dirumah Rudi Panjaitan, Helman Siahaan dan Hotman Siahaan",Positive
USER USER kok aing lagi sih.. kampang kalyaaann.....',Negative
Apapun tema yg menjadi debat dan saling berlawanan adalah kelompok FPI bumi datar kelompok pro Prabowo,Positive
Wahai cebong dan kampret indonesia kembalilah kalian menjadi manusia. Indonesia butuh manusia utuh untuk berbangsa dan bernegara. Bukan mencebongkan apalagi mengkampretkan manusia.',Negative
RT USER: Prabowo Subianto Gagal maju Prabowogagalmoveon URL,Positive
USER USER USER Lg pake jurus kalajengking ngamuk \nSayangnya yg pake jurus dongo \xf0\x9f\x98\x82',Negative
USER USER USER USER USER y anjr bacot amat lo pengantin /tendang gaun nya/ #DAYEZSAH',Negative
"USER Paling belakang apa yg termutakhir? Hahahah yg paling dekat kemuncylannya dengan kelahiran lo islam apa agama kafir lain? Kok dibilang paling belakang, paling depan ituuu paling dekat dengan ko, ko aja yg ngebangkang'",Negative
Maju terus pak USER.,Positive
USER Kan dalil nggak harus berkaitan sama agama ð???,Positive
"USER mubazir, toh sudah kodrat #2019GantiPresiden",Positive
USER Setan.... Perusak diet',Negative
"USER Partai islam bro....yg benar benar tau dosanya...,bukan satu kasus ini tiga kasus,ternyata kaum munafikun lebih parah dr orang kafir...'",Negative
USER USER USER USER USER dulu sahabat sekarang jadi bangsad',Negative
menolak berita hoax dan sukseskan pilkada damai diwilayah kota kediri:,Positive
"Momentum Pembacaan Dukungan Kiai / Ulama Lampung ke Panglima Santri USER , Senin 9 April; ; #JokowiCakImin; #PoskoJOIN; ; USER USER USER USER USER",Positive
"#ILCPrabowoMenyerang setelah minggu lalu ilc enggak mutu, kini sangat luar biasa karena dpt menghadirkan orang gila tampa kuping\xf0\x9f\x98\xb5'",Negative
"USER USER Bu Susi, emang cuilan titit bernyawa ini punya pikiran?? Kalau punya dimana letaknya?? Beberapa kali dicari pakai GPS dan google Map kagak ketemu""'",Negative
FIFA siasat isu `suara monyet\xe2\x80\x99 aksi Perancis-Russia\nURL URL via SinarOnline',Positive
USER Ini semua ulah aseng\nKaum hestek be like',Positive
"Awak kira ini yg dikuatirkan pemerintah, kena pula nanti mereka dipemeriksaan bpk. Masuk tansi tantangannya... hahaa",Positive
"USER USER Bagi para cebong yang sudah buta dan tuli dengan semua kenyataan yg menimpa negeri ini tentu akan selalu membela rezim ini,\nMereka terlalu gampang didoktrin oleh pidato\xc2\xb2 dan data\xc2\xb2 yg indehoi dari pemerintah....'",Negative
USER Jangan lemah pak polisi...hukum aja...milih dibui apa kerja sosial...mandiin singa apa buaya di kebun binatang...',Positive
Dulu saya pilih Jokowi bahkan bersusah susah meyakinkan teman agar orang percaya Jokowi lebih baik.. Ternyata tidak lebih baik dr sby,Positive
"RT USER Belajar la dari negara tetangga vietnam terbukti korupsi hukuman mati pasti mikir tu tikus2 rakus nya, Indonesia sby aja ga berani ditumpas",Positive
USER itu mah jupe nya yg cupu hahaha',Negative
"USER Wkwk masa?\n\nWkwk nanti yerin jadi kotaro, sipit jd pengasuhnya ya ^-^'",Positive
USER Indonesia 99% tetap ganti presiden kopanye nang ruhut #2019GantiPresiden #2019.,Positive
eng ing eng ...; ; KPK Periksa Gubernur dan Cawagub Sumut Ijeck Shah,Positive
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,Positive
"USER gua sekelas pernah lagi jamkos. kelas gua tuh temboknya bisa dibuka, soalnya dia rolling door. nah begonya kelas gua muter lagu kenceng banget terus sampe ke lagunya ratu yg ""lelaki buaya darat, buset!"" eh guru kelas sebelah dateng dong dari",Positive
"Aki"" Amien Rais blg prabowo sm dgn bung karno ?sma drmn bung karno mempersatukan suku agama ras pulau NKRI wowo mlh mmcah belah dsr mabok aki",Positive
USER Cocot mu....................siapa yg baik harus belajar',Negative
"even dia ustaz, berserban berjubah putih, tapi kalau drive macam celaka, dia tetap tergolong dalam golongan babi ya anak anak.'",Negative
USER Oya.. Mba USER .. Aku dong punya kaos NAGA BONAR JADI GUBERNUR JABAR ayo Mba punya ngga? ð???ð???ð???ð???ð???,Positive
USER USER umuh &gt; persib\npersib kunyuk!!!!\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',Negative
USER Aamiin ya Allah :(((\nTimnya Kinan aja sampai pelatihan ular karena dia dapat di rawa-rawa. Aku dapatnya di sungai gede gt dan musuhnya buaya wkwkw',Positive
